url,published_at_short,scraped_at,source_paths
https://medium.com/sitemap/sitemap.xml,,Mar 17,/authority-magazine
https://medium.com/m/signin,,Mar 17,/authority-magazine
https://medium.com/,,Mar 17,/authority-magazine
https://medium.com/search,,Mar 17,/authority-magazine
https://medium.com/authority-magazine,,Mar 17,/authority-magazine
https://medium.com/authority-magazine/followers,,Mar 17,/authority-magazine
https://medium.com/authority-magazine/subpage/f3a73fb039dd,,Mar 17,/authority-magazine
https://medium.com/authority-magazine/subpage/1fe4b551fc3,,Mar 17,/authority-magazine
https://medium.com/authority-magazine/subpage/6c2db7f7e445,,Mar 17,/authority-magazine
https://medium.com/authority-magazine/subpage/4f44dd5dc331,,Mar 17,/authority-magazine
https://medium.com/authority-magazine/subpage/ed3cfabc45b3,,Mar 17,/authority-magazine
https://medium.com/p/bc4be45bdd05,,Mar 17,/authority-magazine
https://medium.com/authority-magazine/about,,Mar 17,/authority-magazine
https://medium.com/about,,Mar 17,/authority-magazine
https://medium.com/jobs-at-medium/work-at-medium-959d1a85284e,,Mar 17,/authority-magazine
https://miro.medium.com/v2/resize:fit:350/1%2ArQksy57Co18cHYCXVp_89g.png,,Mar 17,/authority-magazine
https://medium.com/authority-magazine/the-creativepreneur-playbook-120-things-you-need-to-succeed-as-a-creative-entrepreneur-4bd9317ef069,Mar 17 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/dr-lisa-t-lewis-of-the-belief-system-boss-institute-how-my-career-journey-has-shaped-how-i-lead-t-567d8a5d9a8e,Mar 15 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/peter-murphy-of-pocket-prep-on-the-top-five-trends-to-watch-in-the-future-of-work-c751f0d1cc07,Mar 13 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/chris-flakus-of-csi-5-things-i-wish-someone-had-told-me-before-i-switched-careers-4a2775177149,Mar 13 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/annabelle-zhang-of-international-elite-capital-5-things-i-wish-someone-told-me-before-i-became-an-2eec20206871,Mar 13 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/hillary-applegate-of-digital-hq-on-the-top-five-trends-to-watch-in-the-future-of-work-a92e1c3d7fd0,Mar 13 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/dexter-bachelder-of-propel-people-on-the-top-five-trends-to-watch-in-the-future-of-work-65ef03cc6e25,Mar 13 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/adam-burdick-of-burd-home-health-on-the-labor-shortage-the-5-things-we-must-do-to-attract-daa40e1eb78f,Mar 13 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/from-avocation-to-vocation-author-ieshia-leverette-how-i-turned-my-hobby-into-a-career-with-e90254cc03cf,Mar 13 2026,Mar 17,/authority-magazine
https://medium.com/authority-magazine/the-new-ceo-playbook-nickolas-l-reinhart-of-nickolas-asset-management-on-balancing-purpose-profit-0203fb3f3155,Mar 13 2026,Mar 17,/authority-magazine
